"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
35,"management","married","tertiary","no",0,"yes","no","cellular",5,"aug",148,2,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",284,"yes","yes","unknown",3,"jun",1030,6,-1,0,"unknown","no"
39,"technician","married","tertiary","no",0,"yes","no","cellular",14,"jul",894,7,-1,0,"unknown","yes"
28,"admin.","single","secondary","no",1448,"no","no","cellular",8,"jun",130,5,-1,0,"unknown","no"
27,"self-employed","single","secondary","no",152,"no","no","cellular",30,"jul",80,3,-1,0,"unknown","no"
46,"housemaid","married","primary","no",17,"no","no","unknown",17,"jun",72,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",72,"yes","no","cellular",4,"may",130,3,312,3,"failure","no"
39,"blue-collar","married","secondary","no",3231,"yes","yes","unknown",5,"jun",164,2,-1,0,"unknown","no"
30,"management","single","tertiary","no",147,"no","no","cellular",9,"sep",234,1,100,1,"failure","yes"
58,"blue-collar","married","secondary","no",4053,"no","no","unknown",6,"jun",160,2,-1,0,"unknown","no"
48,"management","married","tertiary","no",1,"no","no","telephone",10,"nov",248,1,-1,0,"unknown","yes"
30,"management","married","tertiary","no",646,"no","no","cellular",12,"aug",99,2,-1,0,"unknown","no"
27,"technician","single","secondary","no",18,"no","no","cellular",29,"jan",107,3,-1,0,"unknown","no"
29,"student","single","secondary","no",314,"no","no","cellular",30,"apr",465,1,-1,0,"unknown","yes"
30,"blue-collar","married","secondary","no",2080,"yes","no","unknown",23,"may",466,2,-1,0,"unknown","no"
38,"self-employed","married","secondary","no",215,"yes","no","cellular",14,"may",115,2,175,2,"failure","no"
50,"blue-collar","married","secondary","no",1498,"yes","no","cellular",18,"jul",223,1,-1,0,"unknown","no"
50,"services","married","primary","no",1132,"yes","no","unknown",29,"may",117,1,-1,0,"unknown","no"
47,"management","married","tertiary","no",5049,"no","no","cellular",22,"aug",47,7,-1,0,"unknown","no"
31,"services","married","secondary","no",1020,"yes","no","cellular",19,"nov",575,6,-1,0,"unknown","no"
49,"services","divorced","secondary","no",947,"no","no","unknown",20,"jun",808,2,-1,0,"unknown","yes"
40,"unemployed","married","primary","no",400,"no","no","unknown",9,"jun",317,1,-1,0,"unknown","no"
50,"technician","divorced","secondary","no",380,"yes","no","cellular",29,"jan",492,1,-1,0,"unknown","no"
36,"technician","married","secondary","no",1130,"no","no","cellular",21,"aug",223,8,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",52,"yes","no","cellular",9,"feb",122,3,-1,0,"unknown","no"
42,"services","married","primary","no",91,"yes","no","unknown",29,"may",87,7,-1,0,"unknown","no"
42,"services","married","secondary","no",1376,"yes","no","cellular",2,"jun",271,2,92,4,"success","yes"
51,"services","divorced","secondary","no",242,"no","yes","cellular",14,"jul",1336,4,-1,0,"unknown","yes"
34,"blue-collar","married","secondary","no",529,"yes","no","cellular",14,"may",325,1,351,3,"failure","no"
44,"technician","single","secondary","no",244,"yes","no","cellular",12,"aug",1735,4,-1,0,"unknown","yes"
65,"retired","married","secondary","no",1176,"no","no","cellular",6,"aug",111,1,184,1,"failure","no"
45,"blue-collar","married","primary","no",2958,"yes","no","cellular",16,"apr",580,1,317,2,"failure","no"
43,"technician","married","tertiary","no",1796,"no","no","cellular",28,"jan",352,2,-1,0,"unknown","no"
49,"management","divorced","tertiary","no",-2049,"yes","no","unknown",30,"may",169,3,-1,0,"unknown","no"
44,"management","married","secondary","no",438,"yes","no","telephone",9,"jul",42,1,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",0,"no","no","cellular",27,"oct",297,1,75,3,"failure","yes"
39,"admin.","married","secondary","no",26233,"no","no","cellular",2,"oct",462,1,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",750,"yes","no","cellular",18,"may",90,6,-1,0,"unknown","no"
42,"technician","divorced","secondary","no",3043,"yes","yes","unknown",30,"may",224,5,-1,0,"unknown","no"
41,"housemaid","married","primary","no",175,"no","no","cellular",7,"jul",252,1,-1,0,"unknown","no"
58,"management","married","secondary","no",2739,"yes","no","cellular",30,"jul",86,6,-1,0,"unknown","no"
41,"admin.","divorced","secondary","no",783,"yes","yes","cellular",14,"may",135,3,363,2,"failure","no"
47,"technician","single","secondary","no",58,"no","no","telephone",5,"feb",33,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",2802,"no","no","cellular",20,"aug",157,2,-1,0,"unknown","no"
43,"admin.","single","secondary","no",733,"yes","no","cellular",19,"nov",1102,3,-1,0,"unknown","yes"
59,"retired","married","tertiary","no",135,"yes","no","unknown",17,"nov",94,1,-1,0,"unknown","no"
35,"entrepreneur","married","tertiary","no",2723,"yes","yes","cellular",8,"aug",275,4,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",1003,"yes","no","cellular",14,"may",444,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",339,"no","no","cellular",21,"nov",6,6,-1,0,"unknown","no"
28,"housemaid","married","secondary","no",15,"yes","no","telephone",25,"jul",133,7,-1,0,"unknown","no"
31,"technician","single","tertiary","no",279,"yes","no","unknown",13,"may",198,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",873,"yes","no","unknown",23,"may",145,4,-1,0,"unknown","no"
34,"admin.","married","secondary","no",869,"no","no","unknown",6,"may",1677,1,-1,0,"unknown","yes"
43,"unemployed","married","unknown","no",970,"yes","no","telephone",1,"sep",513,13,288,11,"failure","no"
39,"management","married","tertiary","no",613,"no","no","cellular",26,"may",211,2,391,2,"success","no"
35,"technician","married","secondary","no",451,"yes","yes","cellular",12,"may",247,1,-1,0,"unknown","no"
37,"blue-collar","divorced","secondary","no",752,"yes","no","cellular",17,"apr",153,3,-1,0,"unknown","no"
44,"technician","married","secondary","no",381,"yes","no","cellular",9,"jul",92,1,-1,0,"unknown","no"
40,"management","married","tertiary","no",0,"no","no","cellular",10,"nov",147,1,96,8,"success","yes"
34,"technician","single","secondary","no",1174,"no","no","cellular",25,"aug",136,17,-1,0,"unknown","no"
32,"self-employed","single","tertiary","no",312,"yes","no","cellular",27,"may",99,2,-1,0,"unknown","no"
37,"management","married","tertiary","no",825,"yes","no","cellular",11,"aug",214,5,-1,0,"unknown","no"
33,"technician","married","secondary","no",2362,"yes","no","cellular",26,"aug",271,4,-1,0,"unknown","no"
43,"blue-collar","single","primary","no",548,"yes","no","unknown",7,"may",98,1,-1,0,"unknown","no"
54,"services","married","secondary","no",4482,"yes","no","unknown",20,"may",97,2,-1,0,"unknown","no"
52,"management","married","tertiary","no",4358,"no","no","telephone",31,"jul",30,7,-1,0,"unknown","no"
43,"technician","married","secondary","no",369,"yes","no","unknown",4,"jun",75,3,-1,0,"unknown","no"
42,"management","married","tertiary","no",6080,"no","no","cellular",21,"nov",98,3,-1,0,"unknown","no"
52,"unemployed","married","primary","no",1724,"no","no","cellular",29,"jan",73,1,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",607,"yes","no","unknown",6,"may",99,2,-1,0,"unknown","no"
77,"management","married","unknown","no",1780,"yes","no","cellular",23,"apr",361,2,182,5,"success","yes"
44,"blue-collar","married","secondary","no",249,"yes","yes","unknown",5,"jun",173,3,-1,0,"unknown","no"
49,"services","married","secondary","no",199,"yes","no","cellular",31,"jul",28,25,-1,0,"unknown","no"
44,"blue-collar","divorced","secondary","no",1258,"yes","no","cellular",6,"feb",607,4,-1,0,"unknown","no"
34,"management","married","tertiary","no",1782,"yes","no","cellular",20,"apr",17,6,25,7,"other","no"
31,"blue-collar","married","primary","no",3007,"yes","no","unknown",9,"may",283,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",41,"no","no","cellular",21,"aug",686,5,-1,0,"unknown","yes"
55,"retired","married","primary","no",3334,"no","no","cellular",14,"aug",632,4,-1,0,"unknown","yes"
24,"management","single","tertiary","no",1004,"yes","no","cellular",5,"jun",133,1,67,2,"failure","no"
38,"admin.","divorced","secondary","no",19,"yes","no","cellular",5,"feb",1130,3,251,2,"success","yes"
53,"technician","married","secondary","no",1225,"no","no","cellular",6,"aug",70,2,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",-312,"yes","no","unknown",20,"jun",26,11,-1,0,"unknown","no"
36,"management","single","tertiary","no",0,"no","no","cellular",27,"aug",134,2,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",1723,"no","no","cellular",1,"jun",166,2,-1,0,"unknown","yes"
44,"blue-collar","married","secondary","no",508,"yes","no","cellular",17,"nov",158,1,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",1412,"yes","yes","unknown",27,"may",157,2,-1,0,"unknown","no"
52,"management","married","tertiary","no",583,"no","no","cellular",18,"aug",61,1,84,1,"failure","no"
36,"management","married","tertiary","no",93,"no","no","cellular",11,"jan",102,3,96,4,"other","no"
23,"student","single","secondary","no",405,"yes","no","unknown",19,"may",134,3,-1,0,"unknown","no"
37,"admin.","divorced","secondary","no",34,"yes","no","unknown",9,"may",144,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",373,"no","yes","cellular",28,"jan",169,3,93,1,"failure","no"
26,"technician","married","tertiary","no",450,"yes","yes","unknown",12,"may",1266,1,-1,0,"unknown","no"
57,"management","married","tertiary","no",224,"yes","no","cellular",24,"jul",180,4,-1,0,"unknown","no"
54,"admin.","married","secondary","no",614,"yes","no","cellular",6,"may",322,2,343,2,"failure","no"
27,"technician","divorced","secondary","no",21,"yes","no","cellular",18,"may",336,1,356,1,"failure","no"
31,"management","married","tertiary","no",91,"no","no","unknown",27,"may",145,2,-1,0,"unknown","no"
24,"blue-collar","single","primary","no",758,"yes","no","unknown",15,"may",129,1,-1,0,"unknown","no"
36,"self-employed","single","tertiary","no",1296,"yes","no","cellular",19,"nov",352,4,-1,0,"unknown","no"
38,"technician","married","secondary","no",1442,"yes","no","cellular",4,"feb",334,1,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",-20,"yes","no","unknown",2,"jun",920,2,-1,0,"unknown","no"
37,"blue-collar","single","primary","no",315,"no","no","cellular",20,"nov",352,1,-1,0,"unknown","no"
21,"student","single","secondary","no",57,"no","no","unknown",4,"oct",9,1,-1,0,"unknown","no"
51,"management","divorced","tertiary","no",3415,"yes","no","unknown",19,"jun",677,1,-1,0,"unknown","no"
40,"admin.","married","tertiary","no",1108,"no","no","cellular",26,"oct",61,2,76,3,"failure","no"
30,"blue-collar","married","secondary","no",-166,"yes","yes","unknown",13,"may",255,5,-1,0,"unknown","no"
58,"self-employed","married","tertiary","no",1636,"no","no","cellular",15,"apr",187,1,-1,0,"unknown","no"
45,"management","married","secondary","no",1134,"no","yes","cellular",9,"feb",102,4,-1,0,"unknown","no"
30,"management","married","tertiary","no",32,"yes","no","unknown",6,"may",122,3,-1,0,"unknown","no"
34,"technician","single","secondary","no",3,"yes","yes","cellular",24,"jul",71,1,-1,0,"unknown","no"
38,"technician","married","tertiary","no",3234,"no","no","cellular",8,"apr",281,1,141,2,"success","no"
32,"management","single","tertiary","no",1966,"no","no","cellular",18,"aug",176,3,-1,0,"unknown","no"
60,"retired","married","secondary","no",0,"no","no","cellular",9,"sep",408,1,-1,0,"unknown","yes"
38,"blue-collar","married","primary","no",3289,"no","no","cellular",20,"nov",340,2,164,2,"failure","no"
54,"technician","divorced","secondary","no",0,"yes","no","unknown",16,"may",161,1,-1,0,"unknown","no"
36,"technician","married","secondary","no",1368,"no","no","cellular",1,"jun",516,1,292,5,"failure","yes"
52,"retired","married","secondary","no",2122,"no","yes","cellular",19,"aug",323,6,-1,0,"unknown","no"
52,"management","married","tertiary","no",659,"no","no","cellular",23,"jul",517,4,-1,0,"unknown","no"
46,"services","married","secondary","no",0,"no","no","cellular",18,"aug",74,4,-1,0,"unknown","no"
59,"management","divorced","tertiary","no",893,"yes","no","cellular",16,"apr",206,4,-1,0,"unknown","no"
33,"management","single","tertiary","no",729,"yes","yes","unknown",18,"jun",178,5,-1,0,"unknown","no"
51,"blue-collar","married","secondary","no",1840,"yes","no","cellular",18,"aug",312,3,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",0,"yes","no","cellular",15,"may",432,1,-1,0,"unknown","no"
28,"technician","single","secondary","no",280,"yes","no","unknown",14,"may",142,3,-1,0,"unknown","no"
55,"blue-collar","married","primary","no",627,"yes","no","unknown",5,"may",247,1,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",148,"yes","no","unknown",13,"may",83,1,-1,0,"unknown","no"
37,"blue-collar","single","tertiary","no",1436,"yes","no","cellular",12,"may",177,2,-1,0,"unknown","no"
54,"management","married","secondary","yes",5249,"yes","no","cellular",17,"nov",108,1,-1,0,"unknown","no"
40,"entrepreneur","divorced","tertiary","no",0,"no","yes","cellular",5,"feb",985,6,-1,0,"unknown","no"
33,"management","married","tertiary","no",437,"yes","no","cellular",9,"jul",293,1,-1,0,"unknown","no"
57,"management","married","tertiary","no",1741,"no","no","cellular",24,"jul",449,2,-1,0,"unknown","no"
27,"management","single","tertiary","no",148,"yes","no","cellular",31,"jul",632,18,-1,0,"unknown","no"
32,"management","single","tertiary","no",935,"no","no","cellular",10,"aug",161,2,375,5,"failure","yes"
39,"management","divorced","tertiary","no",126,"no","no","cellular",14,"may",170,1,-1,0,"unknown","no"
59,"retired","married","primary","no",4007,"no","no","cellular",26,"mar",157,2,116,4,"failure","no"
46,"technician","married","secondary","no",0,"no","no","cellular",30,"jul",77,2,-1,0,"unknown","no"
35,"technician","married","tertiary","no",0,"yes","yes","cellular",23,"sep",112,1,62,6,"other","no"
46,"technician","married","secondary","no",1307,"yes","no","unknown",29,"may",404,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",1454,"yes","no","cellular",20,"apr",190,1,335,1,"other","no"
35,"blue-collar","married","primary","no",102,"yes","no","unknown",20,"may",1334,1,-1,0,"unknown","yes"
30,"entrepreneur","married","primary","no",501,"yes","yes","cellular",6,"may",323,2,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",1301,"no","no","cellular",11,"aug",164,1,-1,0,"unknown","no"
27,"management","single","tertiary","no",2489,"no","no","cellular",15,"jul",323,2,163,2,"other","yes"
53,"management","married","tertiary","no",369,"yes","yes","unknown",14,"may",161,2,-1,0,"unknown","no"
24,"student","single","secondary","no",486,"no","no","cellular",26,"feb",281,2,270,2,"other","no"
38,"blue-collar","married","secondary","no",-40,"yes","no","unknown",23,"may",227,1,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",4853,"no","no","cellular",19,"nov",259,1,111,2,"failure","no"
55,"entrepreneur","married","tertiary","no",323,"yes","yes","cellular",13,"may",200,1,-1,0,"unknown","no"
44,"technician","married","unknown","no",1127,"yes","no","unknown",19,"jun",118,4,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",6489,"yes","no","unknown",19,"may",263,1,-1,0,"unknown","no"
29,"management","single","tertiary","no",3041,"yes","no","cellular",8,"may",606,3,-1,0,"unknown","yes"
58,"management","single","unknown","no",127,"yes","no","unknown",9,"may",244,5,-1,0,"unknown","no"
36,"management","single","tertiary","no",317,"no","no","unknown",16,"jun",348,1,-1,0,"unknown","no"
49,"management","divorced","secondary","no",1598,"yes","no","cellular",12,"may",76,2,348,1,"failure","no"
60,"self-employed","married","secondary","no",546,"no","no","cellular",4,"aug",428,2,-1,0,"unknown","no"
30,"admin.","single","secondary","yes",-228,"yes","no","cellular",15,"may",101,1,371,1,"failure","no"
46,"management","married","tertiary","yes",-1001,"yes","no","cellular",21,"nov",45,3,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",1029,"no","no","cellular",5,"jul",175,4,-1,0,"unknown","no"
32,"services","single","secondary","no",310,"yes","no","unknown",6,"may",144,1,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",866,"no","no","unknown",17,"jun",319,8,-1,0,"unknown","no"
34,"services","single","secondary","no",2257,"no","yes","telephone",30,"jan",568,2,-1,0,"unknown","no"
50,"technician","married","tertiary","no",3117,"no","no","cellular",20,"nov",44,2,164,1,"failure","no"
22,"student","single","primary","no",3472,"no","no","cellular",20,"oct",332,1,183,3,"failure","yes"
28,"blue-collar","single","primary","no",426,"yes","no","cellular",18,"may",953,3,-1,0,"unknown","no"
56,"management","single","secondary","no",237,"yes","no","telephone",17,"nov",117,3,131,4,"failure","no"
44,"blue-collar","married","secondary","yes",-617,"yes","no","unknown",8,"may",172,1,-1,0,"unknown","no"
33,"admin.","married","secondary","no",347,"yes","no","cellular",9,"feb",7,7,193,13,"failure","no"
47,"blue-collar","married","primary","no",304,"yes","no","unknown",12,"may",185,1,-1,0,"unknown","no"
48,"services","married","secondary","no",2850,"yes","no","cellular",6,"aug",107,3,-1,0,"unknown","no"
40,"blue-collar","married","unknown","no",638,"yes","yes","cellular",6,"feb",68,3,254,2,"failure","no"
52,"services","divorced","secondary","no",0,"yes","no","cellular",11,"may",243,2,-1,0,"unknown","no"
32,"management","single","secondary","no",-32,"yes","no","unknown",23,"may",139,1,-1,0,"unknown","no"
30,"entrepreneur","single","primary","no",2816,"yes","no","cellular",21,"nov",71,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",0,"yes","no","telephone",23,"oct",140,1,143,3,"failure","yes"
45,"blue-collar","married","secondary","no",2644,"yes","no","cellular",21,"nov",36,2,-1,0,"unknown","no"
48,"technician","married","secondary","no",0,"yes","no","cellular",21,"jul",112,1,-1,0,"unknown","no"
52,"services","married","secondary","no",659,"no","no","cellular",28,"jan",390,4,93,1,"success","yes"
55,"management","married","tertiary","no",36,"no","yes","cellular",22,"jul",46,3,-1,0,"unknown","no"
57,"blue-collar","divorced","secondary","no",644,"no","yes","cellular",31,"jul",263,4,-1,0,"unknown","no"
33,"management","married","tertiary","no",5289,"yes","no","cellular",6,"may",487,2,-1,0,"unknown","no"
42,"management","married","tertiary","no",559,"no","no","cellular",19,"aug",88,1,-1,0,"unknown","no"
51,"retired","married","secondary","no",1017,"no","no","cellular",30,"jul",353,6,-1,0,"unknown","no"
50,"management","married","tertiary","no",1622,"yes","yes","cellular",14,"jul",58,11,-1,0,"unknown","no"
32,"technician","married","secondary","no",106,"no","no","cellular",9,"feb",12,8,174,9,"other","no"
31,"management","married","tertiary","no",1164,"yes","yes","cellular",18,"jul",238,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",1551,"no","no","unknown",17,"jun",264,16,-1,0,"unknown","no"
41,"management","married","tertiary","no",783,"yes","no","cellular",14,"jul",126,3,-1,0,"unknown","no"
43,"services","married","secondary","no",0,"yes","no","unknown",14,"may",260,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",245,"yes","no","unknown",7,"may",148,3,-1,0,"unknown","no"
38,"technician","single","tertiary","no",25,"yes","no","cellular",1,"jun",232,2,-1,0,"unknown","yes"
36,"blue-collar","divorced","secondary","no",-159,"yes","no","unknown",4,"jun",382,3,-1,0,"unknown","no"
28,"admin.","single","secondary","no",707,"yes","no","cellular",25,"may",226,1,-1,0,"unknown","yes"
24,"admin.","married","secondary","no",61,"yes","yes","cellular",7,"may",278,1,343,2,"other","no"
55,"management","married","tertiary","no",719,"yes","no","telephone",11,"may",221,6,284,29,"other","no"
50,"blue-collar","married","primary","no",1064,"yes","no","cellular",8,"aug",31,2,-1,0,"unknown","no"
44,"self-employed","single","tertiary","no",149,"yes","no","unknown",19,"may",332,10,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",99,"yes","no","unknown",2,"jun",572,4,-1,0,"unknown","no"
39,"management","divorced","tertiary","no",1968,"no","no","cellular",21,"nov",648,1,-1,0,"unknown","yes"
29,"blue-collar","married","primary","no",111,"yes","no","cellular",6,"may",14,11,-1,0,"unknown","no"
32,"management","single","tertiary","no",1962,"no","no","cellular",13,"jan",130,1,-1,0,"unknown","no"
26,"student","single","secondary","no",5296,"no","no","telephone",12,"aug",127,1,-1,0,"unknown","no"
36,"blue-collar","single","primary","no",90,"yes","no","cellular",18,"may",50,2,360,1,"failure","no"
60,"retired","married","secondary","no",208,"no","no","cellular",20,"aug",70,4,-1,0,"unknown","no"
42,"services","single","secondary","no",-193,"yes","no","cellular",13,"may",1805,4,-1,0,"unknown","no"
33,"admin.","single","tertiary","no",475,"yes","no","cellular",7,"may",1046,1,-1,0,"unknown","yes"
32,"admin.","married","secondary","no",7522,"yes","no","cellular",14,"jul",240,3,-1,0,"unknown","no"
31,"admin.","married","secondary","no",33,"yes","no","cellular",5,"may",290,2,-1,0,"unknown","no"
54,"admin.","married","tertiary","no",184,"no","no","unknown",5,"may",673,2,-1,0,"unknown","yes"
26,"student","single","tertiary","no",5169,"yes","no","cellular",20,"apr",639,2,-1,0,"unknown","no"
53,"admin.","divorced","secondary","no",-163,"yes","no","cellular",17,"apr",344,2,343,2,"other","no"
36,"housemaid","single","secondary","no",28,"no","yes","cellular",11,"aug",149,2,-1,0,"unknown","no"
54,"blue-collar","married","secondary","no",153,"no","no","unknown",20,"jun",7,12,-1,0,"unknown","no"
24,"unemployed","single","secondary","no",2573,"no","no","cellular",24,"may",375,2,-1,0,"unknown","yes"
46,"blue-collar","married","secondary","no",229,"yes","no","cellular",17,"apr",191,1,-1,0,"unknown","no"
36,"admin.","single","secondary","no",47,"no","yes","cellular",9,"jul",36,6,-1,0,"unknown","no"
29,"management","single","tertiary","no",1026,"no","no","cellular",12,"nov",226,1,92,1,"other","yes"
57,"blue-collar","married","unknown","no",1463,"no","no","cellular",8,"aug",163,2,-1,0,"unknown","no"
57,"retired","married","primary","no",3401,"yes","no","unknown",14,"may",271,2,-1,0,"unknown","no"
58,"services","married","secondary","no",1667,"yes","yes","unknown",6,"may",85,1,-1,0,"unknown","no"
27,"blue-collar","single","primary","no",3342,"yes","no","cellular",30,"apr",761,2,330,4,"failure","no"
31,"management","married","tertiary","no",1126,"no","no","unknown",14,"jun",20,1,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",1129,"yes","no","unknown",21,"may",103,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",909,"yes","yes","cellular",25,"jul",250,3,-1,0,"unknown","no"
27,"student","single","secondary","no",1625,"no","no","cellular",2,"feb",180,5,-1,0,"unknown","no"
57,"self-employed","single","primary","no",6056,"yes","no","cellular",21,"nov",18,5,-1,0,"unknown","no"
34,"management","single","tertiary","no",436,"no","no","cellular",26,"aug",312,2,-1,0,"unknown","no"
47,"management","married","tertiary","no",19,"no","no","cellular",25,"jul",186,2,-1,0,"unknown","no"
42,"management","married","tertiary","no",4,"yes","no","cellular",8,"may",579,2,295,1,"success","yes"
33,"services","married","secondary","no",288,"yes","no","cellular",17,"apr",306,1,-1,0,"unknown","no"
36,"services","married","secondary","no",526,"yes","no","cellular",17,"apr",333,2,324,1,"other","no"
43,"self-employed","married","secondary","no",56,"yes","no","cellular",8,"may",612,3,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",-188,"no","no","telephone",16,"jul",198,1,-1,0,"unknown","no"
22,"services","married","secondary","no",14,"yes","yes","unknown",20,"may",56,1,-1,0,"unknown","no"
57,"retired","married","secondary","no",107,"no","no","cellular",14,"jul",85,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",428,"no","no","unknown",28,"may",121,1,-1,0,"unknown","no"
56,"retired","married","tertiary","no",142,"no","yes","cellular",14,"jul",329,5,-1,0,"unknown","no"
29,"services","single","secondary","no",166,"no","yes","cellular",28,"jul",108,8,-1,0,"unknown","no"
37,"technician","married","secondary","yes",693,"no","no","unknown",12,"jun",75,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",-470,"yes","no","cellular",8,"may",506,2,170,3,"failure","no"
53,"blue-collar","married","primary","no",256,"yes","no","unknown",2,"jun",202,1,-1,0,"unknown","no"
37,"management","single","tertiary","no",1027,"yes","no","cellular",2,"mar",313,1,152,2,"success","yes"
40,"admin.","married","secondary","no",540,"yes","no","cellular",10,"jul",217,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",652,"no","yes","unknown",1,"jul",281,3,-1,0,"unknown","no"
47,"technician","married","secondary","no",487,"no","no","cellular",28,"jan",218,2,177,1,"failure","no"
46,"technician","married","secondary","no",15120,"no","no","cellular",21,"nov",27,3,108,3,"other","no"
32,"blue-collar","married","secondary","no",298,"yes","no","unknown",29,"may",142,7,-1,0,"unknown","no"
35,"technician","single","tertiary","no",632,"no","no","cellular",7,"aug",141,1,-1,0,"unknown","no"
46,"management","married","tertiary","no",1103,"yes","no","cellular",13,"may",185,2,278,3,"failure","no"
28,"blue-collar","single","secondary","no",2806,"no","no","cellular",13,"oct",285,1,120,1,"other","no"
45,"blue-collar","married","secondary","no",640,"yes","no","cellular",5,"may",214,1,1,1,"success","no"
28,"management","single","tertiary","no",-227,"yes","no","unknown",4,"jun",298,2,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",1861,"yes","no","unknown",2,"jun",281,1,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",250,"yes","no","cellular",12,"may",144,5,342,16,"failure","no"
45,"technician","married","secondary","no",115,"yes","no","cellular",6,"may",108,1,-1,0,"unknown","no"
28,"management","single","tertiary","no",730,"yes","no","cellular",26,"aug",78,6,85,5,"other","no"
25,"technician","single","secondary","no",1833,"yes","no","cellular",5,"may",323,2,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",1165,"yes","no","cellular",19,"nov",62,3,190,4,"success","no"
55,"admin.","married","secondary","no",859,"no","no","telephone",8,"jul",153,1,-1,0,"unknown","no"
31,"housemaid","married","secondary","no",243,"yes","no","cellular",23,"sep",305,2,842,1,"failure","yes"
37,"technician","married","secondary","no",41,"no","no","cellular",29,"aug",127,5,-1,0,"unknown","no"
46,"technician","divorced","secondary","no",-90,"no","yes","telephone",17,"oct",270,1,-1,0,"unknown","yes"
56,"retired","married","primary","no",1947,"no","no","cellular",30,"apr",441,2,-1,0,"unknown","no"
57,"technician","married","secondary","no",629,"yes","no","unknown",14,"may",226,2,-1,0,"unknown","no"
29,"management","single","secondary","no",584,"yes","no","unknown",16,"jun",541,19,-1,0,"unknown","no"
45,"housemaid","married","primary","no",938,"no","no","unknown",16,"jun",103,3,-1,0,"unknown","no"
40,"entrepreneur","married","tertiary","no",121,"yes","no","cellular",22,"jul",80,1,-1,0,"unknown","no"
34,"technician","divorced","secondary","no",558,"yes","no","cellular",7,"may",130,2,167,5,"failure","no"
53,"management","married","secondary","yes",-689,"yes","no","unknown",13,"may",242,1,-1,0,"unknown","no"
57,"management","married","secondary","no",2155,"no","yes","cellular",10,"nov",144,3,91,2,"failure","yes"
60,"retired","divorced","tertiary","no",380,"no","no","cellular",21,"jul",219,1,-1,0,"unknown","no"
29,"admin.","divorced","secondary","no",-254,"yes","no","cellular",14,"may",406,2,-1,0,"unknown","yes"
27,"blue-collar","single","secondary","yes",81,"no","yes","cellular",29,"jan",123,2,205,2,"success","no"
38,"blue-collar","divorced","secondary","no",226,"yes","no","cellular",15,"may",167,4,-1,0,"unknown","no"
45,"retired","married","primary","no",1152,"no","no","unknown",18,"jun",234,2,-1,0,"unknown","no"
56,"retired","single","tertiary","no",352,"no","no","cellular",19,"nov",198,1,-1,0,"unknown","no"
42,"services","married","primary","no",5879,"yes","no","unknown",14,"may",162,1,-1,0,"unknown","no"
42,"management","married","tertiary","no",-700,"yes","no","unknown",14,"may",110,1,-1,0,"unknown","no"
30,"technician","married","secondary","no",776,"no","no","cellular",7,"aug",72,1,99,2,"success","no"
44,"management","single","tertiary","no",295,"yes","no","unknown",12,"may",103,8,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",45,"yes","no","unknown",9,"may",352,1,-1,0,"unknown","no"
29,"management","married","secondary","no",231,"no","no","cellular",30,"apr",80,1,-1,0,"unknown","no"
44,"blue-collar","single","secondary","no",-212,"yes","yes","unknown",7,"may",103,4,-1,0,"unknown","no"
